episode,stage_index,stage_name,scenario_name,episode_reward,episode_cost,unsafe_rate,timeout_rate,structural_infeasible_rate,committee_mean_trust_mean,eligible_size_mean,tps,latency,lagrangian_lambda,epsilon
0,1,stage1,high_rtt_burst,251.9329543260211,8.760000000000002,0.0,0.6083333333333333,0.0,0.9350066607197126,14.875,1674.4051170757177,121.10586791060715,0.0,0.99905
1,1,stage1,normal,458.49783896570364,5.640000000000004,0.0,0.39166666666666666,0.0,0.9511474246780077,15.083333333333334,2621.256918386926,67.18527943752555,0.0,0.9981
2,1,stage1,churn_burst,226.99683428048309,42.68753472328182,0.25833333333333336,0.4,0.13333333333333333,0.7195791686574619,11.258333333333333,1872.3902990883482,69.2437042972073,0.0,0.99715
3,1,stage1,load_shock,-87.02410600810559,6.840000000000005,0.0,0.475,0.0,0.9519717653592428,17.758333333333333,1350.947092431076,110.201250039129,0.0,0.9962
4,1,stage1,normal,446.7822654679002,7.440000000000006,0.0,0.5166666666666667,0.0,0.9515081728498141,16.766666666666666,2300.92879555743,74.73553182759888,0.0,0.99525
5,1,stage1,malicious_burst,447.15655657057954,7.320000000000006,0.0,0.5083333333333333,0.0,0.9499597902099292,15.583333333333334,2432.9537351887247,72.19676280707213,0.0,0.9943
6,1,stage1,high_rtt_burst,301.05352489876816,9.599999999999996,0.0,0.6666666666666666,0.0,0.9407687510053316,14.383333333333333,1706.3774433053081,112.71813132000587,0.0,0.99335
7,1,stage1,high_rtt_burst,180.2294299571633,9.239999999999998,0.0,0.6416666666666667,0.0,0.935827779273192,18.55,1353.229350193723,149.4443236976251,0.0,0.9924
8,1,stage1,normal,450.46762437009505,8.160000000000005,0.0,0.5666666666666667,0.0,0.951258443792661,16.408333333333335,2372.3121321142808,73.39058151115788,0.0,0.99145
9,1,stage1,normal,470.364518274842,6.360000000000005,0.0,0.44166666666666665,0.0,0.9524941359957059,15.358333333333333,2393.12126483559,72.74599192330952,0.0,0.9905
10,1,stage1,normal,482.2369378238221,5.400000000000004,0.0,0.375,0.0,0.9552955016493797,14.791666666666666,2400.061043865471,72.66221677503803,0.0,0.98955
11,1,stage1,churn_burst,155.95559987136676,74.12300193071367,0.5,0.31666666666666665,0.25833333333333336,0.6031708071629206,10.1,1564.6471375568276,63.09303490501441,0.0,0.9886
12,1,stage1,load_shock,-78.81515702435398,6.1200000000000045,0.0,0.425,0.0,0.9514156063397725,15.491666666666667,1427.388547204868,105.64003259263785,0.0,0.98765
13,1,stage1,high_rtt_burst,236.68263948364128,8.88,0.0,0.6166666666666667,0.0,0.936083298921585,14.883333333333333,1608.7909870563444,124.4723808534263,0.0,0.9867
14,1,stage1,normal,444.4759234056314,6.1200000000000045,0.0,0.425,0.0,0.9500330855449041,15.875,2431.897085664196,72.72233052457638,0.0,0.98575
